symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
ACN,2017-04-25 00:00:00+00:00,118.69,119.94,118.68,119.38,1942385,110.8357552295,112.0030371744,110.826416974,111.4800948631,1942385,0.0,1.0
ACN,2017-04-26 00:00:00+00:00,118.98,119.46,118.4,118.73,1534552,111.1065646407,111.5548009076,110.5649458183,110.8731082518,1534552,0.0,1.0
ACN,2017-04-27 00:00:00+00:00,120.49,120.62,119.12,119.12,2008174,112.5166412302,112.6380385524,111.2373002186,111.2373002186,2008174,0.0,1.0
ACN,2017-04-28 00:00:00+00:00,121.3,121.35,120.03,120.19,2473509,113.2730399304,113.3197312082,112.0870814744,112.2364935634,2473509,0.0,1.0
ACN,2017-05-01 00:00:00+00:00,121.25,121.69,121.102,121.37,1931926,113.2263486526,113.6372318972,113.0881424704,113.3384077193,1931926,0.0,1.0
ACN,2017-05-02 00:00:00+00:00,120.68,121.71,120.21,121.29,2697050,112.6940680858,113.6559084083,112.2551700745,113.2637016749,2697050,0.0,1.0
ACN,2017-05-03 00:00:00+00:00,120.3,120.87,119.665,120.43,1735691,112.3392143745,112.8714949414,111.7462351465,112.4606116968,1735691,0.0,1.0
ACN,2017-05-04 00:00:00+00:00,120.82,120.99,120.22,120.75,1556630,112.8248036636,112.9835540081,112.2645083301,112.7594358747,1556630,0.0,1.0
ACN,2017-05-05 00:00:00+00:00,121.52,121.52,120.765,120.91,1708102,113.4784815527,113.4784815527,112.773443258,112.9088479636,1708102,0.0,1.0
ACN,2017-05-08 00:00:00+00:00,121.11,121.52,120.76,121.1,1522054,113.0956130748,113.4784815527,112.7687741302,113.0862748193,1522054,0.0,1.0
ACN,2017-05-09 00:00:00+00:00,121.07,121.63,120.91,121.3,1075219,113.0582600526,113.5812023639,112.9088479636,113.2730399304,1075219,0.0,1.0
ACN,2017-05-10 00:00:00+00:00,121.2,121.37,120.56,121.07,1343589,113.1796573748,113.3384077193,112.5820090191,113.0582600526,1343589,0.0,1.0
ACN,2017-05-11 00:00:00+00:00,120.8,120.9,119.67,120.75,1827173,112.8061271525,112.8995097081,111.7509042743,112.7594358747,1827173,0.0,1.0
ACN,2017-05-12 00:00:00+00:00,120.96,121.5,120.38,120.38,2340370,112.9555392414,113.4598050416,112.413920419,112.413920419,2340370,0.0,1.0
ACN,2017-05-15 00:00:00+00:00,122.25,122.54,120.7601,120.96,1772180,114.1601742085,114.4309836197,112.7688675128,112.9555392414,1772180,0.0,1.0
ACN,2017-05-16 00:00:00+00:00,123.14,123.31,122.22,122.69,2179049,114.9912789533,115.1500292978,114.1321594419,114.5710574531,2179049,0.0,1.0
ACN,2017-05-17 00:00:00+00:00,120.44,123.07,120.34,122.2,2273078,112.4699499524,114.9259111644,112.3765673968,114.1134829307,2273078,0.0,1.0
ACN,2017-05-18 00:00:00+00:00,120.4,121.03,119.41,120.86,1951023,112.4325969301,113.0209070303,111.5081096298,112.8621566858,1951023,0.0,1.0
ACN,2017-05-19 00:00:00+00:00,120.98,121.21,120.19,121.01,2184952,112.9742157525,113.1889956304,112.2364935634,113.0022305192,2184952,0.0,1.0
ACN,2017-05-22 00:00:00+00:00,122.71,122.84,121.22,121.6,1870205,114.5897339642,114.7111312865,113.198333886,113.5531875972,1870205,0.0,1.0
ACN,2017-05-23 00:00:00+00:00,122.15,123.07,121.8,122.86,1472349,114.0667916529,114.9259111644,113.7399527084,114.7298077976,1472349,0.0,1.0
ACN,2017-05-24 00:00:00+00:00,121.95,122.15,120.3,120.43,2026867,113.8800265418,114.0667916529,112.3392143745,112.4606116968,2026867,0.0,1.0
ACN,2017-05-25 00:00:00+00:00,123.1,123.56,122.2,122.75,1425480,114.953925931,115.3834856868,114.1134829307,114.6270869865,1425480,0.0,1.0
ACN,2017-05-26 00:00:00+00:00,122.89,123.11,122.52,122.94,1414482,114.7578225643,114.9632641866,114.4123071086,114.8045138421,1414482,0.0,1.0
ACN,2017-05-30 00:00:00+00:00,123.77,123.97,122.35,122.61,1373030,115.5795890535,115.7663541647,114.2535567641,114.4963514087,1373030,0.0,1.0
ACN,2017-05-31 00:00:00+00:00,124.47,124.6,123.525,124.0,2395003,116.2332669426,116.3546642649,115.3508017923,115.7943689314,2395003,0.0,1.0
ACN,2017-06-01 00:00:00+00:00,125.29,125.29,123.86,124.93,1898082,116.9990038985,116.9990038985,115.6636333535,116.6628266983,1898082,0.0,1.0
ACN,2017-06-02 00:00:00+00:00,125.74,125.98,124.891,125.37,1764728,117.4192253986,117.643343532,116.6264075017,117.0737099429,1764728,0.0,1.0
ACN,2017-06-05 00:00:00+00:00,126.58,126.98,125.4401,126.0,1801115,118.2036388656,118.5771690879,117.1391711144,117.6620200432,1801115,0.0,1.0
ACN,2017-06-06 00:00:00+00:00,126.33,127.0,126.01,126.19,1510114,117.9701824766,118.595845599,117.6713582987,117.8394468988,1510114,0.0,1.0
ACN,2017-06-07 00:00:00+00:00,126.55,126.77,125.53,126.08,1640394,118.1756240989,118.3810657212,117.2231220319,117.7367260876,1640394,0.0,1.0
ACN,2017-06-08 00:00:00+00:00,126.17,127.0,125.52,126.97,2119052,117.8207703877,118.595845599,117.2137837763,118.5678308324,2119052,0.0,1.0
ACN,2017-06-09 00:00:00+00:00,125.82,126.74,124.98,126.0,1929206,117.4939314431,118.3530509545,116.7095179761,117.6620200432,1929206,0.0,1.0
ACN,2017-06-12 00:00:00+00:00,126.3,126.46,124.73,125.53,2355766,117.9421677099,118.0915797989,116.4760615872,117.2231220319,2355766,0.0,1.0
ACN,2017-06-13 00:00:00+00:00,127.07,127.56,126.08,126.44,2427713,118.661213388,119.1187879104,117.7367260876,118.0729032877,2427713,0.0,1.0
ACN,2017-06-14 00:00:00+00:00,127.25,128.0,126.7,127.8,1861213,118.829301988,119.5296711549,118.3156979323,119.3429060438,1861213,0.0,1.0
ACN,2017-06-15 00:00:00+00:00,127.03,127.36,124.5,126.28,2183243,118.6238603657,118.9320227992,116.2612817093,117.9234911988,2183243,0.0,1.0
ACN,2017-06-16 00:00:00+00:00,127.56,128.0,126.53,127.52,2962903,119.1187879104,119.5296711549,118.1569475878,119.0814348881,2962903,0.0,1.0
ACN,2017-06-19 00:00:00+00:00,127.77,128.47,127.39,128.47,1975777,119.3148912771,119.9685691662,118.9600375658,119.9685691662,1975777,0.0,1.0
ACN,2017-06-20 00:00:00+00:00,126.53,127.64,126.38,127.33,2352618,118.1569475878,119.1934939548,118.0168737544,118.9040080325,2352618,0.0,1.0
ACN,2017-06-21 00:00:00+00:00,127.11,127.18,126.03,127.07,3230505,118.6985664102,118.7639341991,117.6900348098,118.661213388,3230505,0.0,1.0
ACN,2017-06-22 00:00:00+00:00,122.08,123.9,119.1,122.97,8685500,114.001423864,115.7009863758,111.2186237075,114.8325286088,8685500,0.0,1.0
ACN,2017-06-23 00:00:00+00:00,122.74,123.62,121.72,122.14,3727974,114.6177487309,115.4395152201,113.6652466639,114.0574533974,3727974,0.0,1.0
